week_ending_date,demographic,vaccination_coverage_status,pregnancy_status_at_vaccination,estimate,denominator,race_order,figure_id,preg_vac_order
2021-11-20T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,62.7,36313,4,2,NULL
2021-11-27T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,63.2,36427,4,2,NULL
2021-12-04T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,63.9,36615,4,2,NULL
2021-12-11T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,64.5,36592,4,2,NULL
2021-12-18T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,65,36693,4,2,NULL
2021-12-25T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,65.6,36658,4,2,NULL
2022-01-01T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,66,36753,4,2,NULL
2022-01-08T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,66.4,36790,4,2,NULL
2022-01-15T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,66.9,36740,4,2,NULL
2022-01-22T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,67.4,36745,4,2,NULL
2022-01-29T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,67.9,36755,4,2,NULL
2022-02-05T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,68.3,36819,4,2,NULL
2022-02-12T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,68.8,36751,4,2,NULL
2022-02-19T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,69,36763,4,2,NULL
2022-02-26T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,69.2,36860,4,2,NULL
2022-03-05T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,69.4,36974,4,2,NULL
2022-03-12T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,69.6,37055,4,2,NULL
2022-03-19T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,69.8,36964,4,2,NULL
2022-03-26T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,70,36954,4,2,NULL
2022-04-02T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,70.1,36949,4,2,NULL
2022-04-09T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,70.2,36981,4,2,NULL
2022-04-16T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,70.3,37009,4,2,NULL
2022-04-23T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,70.4,37073,4,2,NULL
2022-04-30T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,70.5,37071,4,2,NULL
2022-05-07T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,70.6,37101,4,2,NULL
2022-05-14T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,70.7,37036,4,2,NULL
2022-05-21T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,70.7,37004,4,2,NULL
2022-05-28T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,70.9,36934,4,2,NULL
2022-06-04T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,70.9,36937,4,2,NULL
2022-06-11T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,71,36998,4,2,NULL
2022-06-18T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,71,36948,4,2,NULL
2022-06-25T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,71,36978,4,2,NULL
2022-07-02T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,71,36978,4,2,NULL
2022-07-09T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,70.9,36966,4,2,NULL
2022-07-16T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,70.9,36989,4,2,NULL
2022-07-23T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,70.9,37043,4,2,NULL
2022-07-30T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,70.9,36939,4,2,NULL
2022-08-06T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,70.7,36924,4,2,NULL
2022-08-13T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,70.6,36897,4,2,NULL
2022-08-20T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,70.6,36824,4,2,NULL
2022-08-27T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,70.7,36754,4,2,NULL
2022-09-03T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,70.7,36626,4,2,NULL
2022-09-10T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,70.8,36425,4,2,NULL
2022-09-17T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,70.8,36337,4,2,NULL
2022-09-24T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,70.8,36279,4,2,NULL
2022-10-01T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,70.8,36176,4,2,NULL
2022-10-08T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,70.8,36216,4,2,NULL
2022-10-15T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,70.9,36225,4,2,NULL
2022-10-22T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,71.2,36283,4,2,NULL
2022-10-29T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,71.1,36304,4,2,NULL
2022-11-05T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,71.1,36342,4,2,NULL
2022-11-12T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,71.1,36388,4,2,NULL
2022-11-19T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,70.9,36456,4,2,NULL
2022-11-26T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,70.9,36364,4,2,NULL
2022-12-03T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,70.9,36390,4,2,NULL
2022-12-10T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,71,36221,4,2,NULL
2022-12-17T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,70.9,36253,4,2,NULL
2022-12-24T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,70.9,36285,4,2,NULL
2022-12-31T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,70.9,36296,4,2,NULL
2023-01-07T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,70.9,36389,4,2,NULL
2023-01-14T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,70.8,36356,4,2,NULL
2023-01-21T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,70.8,36236,4,2,NULL
2023-01-28T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,70.9,36195,4,2,NULL
2023-02-04T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,70.9,36068,4,2,NULL
2023-04-22T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Any,71.7,89003,1,2,NULL
2023-04-29T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Any,71.7,86174,1,2,NULL
2023-05-06T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Any,71.6,83188,1,2,NULL
2023-05-13T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Any,71.6,79925,1,2,NULL
2023-05-20T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Any,71.6,76756,1,2,NULL
2023-05-27T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Any,71.6,73590,1,2,NULL
2023-06-03T00:00:00.000,All Races/Ethnicity,Fully Vaccinated,Any,71.6,70671,1,2,NULL
2021-01-02T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,0,15669,2,2,NULL
2021-01-09T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,0.5,15698,2,2,NULL
2021-01-16T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,1.5,15757,2,2,NULL
2021-01-23T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,2.4,15820,2,2,NULL
2021-01-30T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,3.7,15825,2,2,NULL
2021-02-06T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,5.4,15863,2,2,NULL
2021-02-13T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,7.3,15842,2,2,NULL
2021-02-20T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,8.6,15849,2,2,NULL
2021-02-27T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,9.5,15930,2,2,NULL
2021-03-06T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,10.6,15983,2,2,NULL
2021-03-13T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,12,15992,2,2,NULL
2021-03-20T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,13.9,16043,2,2,NULL
2021-03-27T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,16.3,16091,2,2,NULL
2021-04-03T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,18.8,16082,2,2,NULL
2021-04-10T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,22.7,16043,2,2,NULL
2021-04-17T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,27,16027,2,2,NULL
2021-04-24T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,32,15993,2,2,NULL
2021-05-01T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,37.1,15965,2,2,NULL
2021-05-08T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,42.1,15975,2,2,NULL
2021-05-15T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,46.3,16010,2,2,NULL
2021-05-22T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,50.4,16055,2,2,NULL
2021-05-29T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,53.5,16026,2,2,NULL
2021-06-05T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,56.2,16005,2,2,NULL
2021-06-12T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,59,16016,2,2,NULL
2021-06-19T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,61.2,15973,2,2,NULL
2021-06-26T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,63,15996,2,2,NULL
2021-07-03T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,64.7,15988,2,2,NULL
2021-07-10T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,66.4,15969,2,2,NULL
2021-07-17T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,67.8,15954,2,2,NULL
2021-07-24T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,69.2,15955,2,2,NULL
2021-07-31T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,70.5,15977,2,2,NULL
2021-08-07T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,71.9,16023,2,2,NULL
2021-08-14T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,73.4,15997,2,2,NULL
2021-08-21T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,74.8,16005,2,2,NULL
2021-08-28T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,76.2,15919,2,2,NULL
2021-09-04T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,77.4,15926,2,2,NULL
2021-09-11T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,79.2,15896,2,2,NULL
2021-09-18T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,80.9,15913,2,2,NULL
2021-09-25T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,82.3,15891,2,2,NULL
2023-02-04T00:00:00.000,"Black, NH",Fully Vaccinated,Any,58.6,7463,3,2,NULL
2023-02-11T00:00:00.000,"Black, NH",Fully Vaccinated,Any,58.5,7408,3,2,NULL
2023-02-18T00:00:00.000,"Black, NH",Fully Vaccinated,Any,58.4,7362,3,2,NULL
2023-02-25T00:00:00.000,"Black, NH",Fully Vaccinated,Any,58.4,7308,3,2,NULL
2023-03-04T00:00:00.000,"Black, NH",Fully Vaccinated,Any,58.7,7263,3,2,NULL
2023-03-11T00:00:00.000,"Black, NH",Fully Vaccinated,Any,58.4,7219,3,2,NULL
2023-03-18T00:00:00.000,"Black, NH",Fully Vaccinated,Any,58.6,7136,3,2,NULL
2023-03-25T00:00:00.000,"Black, NH",Fully Vaccinated,Any,58.9,7025,3,2,NULL
2023-04-01T00:00:00.000,"Black, NH",Fully Vaccinated,Any,58.9,6879,3,2,NULL
2023-02-11T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,70.9,35916,4,2,NULL
2023-02-18T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,70.9,35815,4,2,NULL
2023-02-25T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,71,35610,4,2,NULL
2023-03-04T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,71,35364,4,2,NULL
2023-03-11T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,71.1,35032,4,2,NULL
2023-03-18T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,71.1,34699,4,2,NULL
2023-03-25T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,71.1,34364,4,2,NULL
2023-04-01T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,71.1,33827,4,2,NULL
2023-04-08T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,71.1,33296,4,2,NULL
2023-04-15T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,71.2,32539,4,2,NULL
2023-04-22T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,71.2,31649,4,2,NULL
2023-04-29T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,71.2,30682,4,2,NULL
2023-05-06T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,71.1,29669,4,2,NULL
2023-05-13T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,71.2,28508,4,2,NULL
2023-05-20T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,71.1,27364,4,2,NULL
2023-05-27T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,71.2,26212,4,2,NULL
2023-06-03T00:00:00.000,Hispanic/Latino,Fully Vaccinated,Any,71.1,25186,4,2,NULL
2021-01-09T00:00:00.000,"Other, NH",Fully Vaccinated,Any,0.3,4862,5,2,NULL
2021-01-16T00:00:00.000,"Other, NH",Fully Vaccinated,Any,0.9,4870,5,2,NULL
2021-01-23T00:00:00.000,"Other, NH",Fully Vaccinated,Any,1.3,4838,5,2,NULL
2021-01-30T00:00:00.000,"Other, NH",Fully Vaccinated,Any,2.1,4854,5,2,NULL
2021-02-06T00:00:00.000,"Other, NH",Fully Vaccinated,Any,2.8,4885,5,2,NULL
2021-02-13T00:00:00.000,"Other, NH",Fully Vaccinated,Any,3.9,4892,5,2,NULL
2021-02-20T00:00:00.000,"Other, NH",Fully Vaccinated,Any,4.7,4889,5,2,NULL
2021-02-27T00:00:00.000,"Other, NH",Fully Vaccinated,Any,5.5,4862,5,2,NULL
2021-03-06T00:00:00.000,"Other, NH",Fully Vaccinated,Any,6.7,4845,5,2,NULL
2021-03-13T00:00:00.000,"Other, NH",Fully Vaccinated,Any,8.2,4865,5,2,NULL
2021-03-20T00:00:00.000,"Other, NH",Fully Vaccinated,Any,9.7,4878,5,2,NULL
2021-03-27T00:00:00.000,"Other, NH",Fully Vaccinated,Any,11.9,4855,5,2,NULL
2021-04-03T00:00:00.000,"Other, NH",Fully Vaccinated,Any,13.9,4840,5,2,NULL
2021-04-10T00:00:00.000,"Other, NH",Fully Vaccinated,Any,16.6,4862,5,2,NULL
2021-04-17T00:00:00.000,"Other, NH",Fully Vaccinated,Any,19.4,4848,5,2,NULL
2021-04-24T00:00:00.000,"Other, NH",Fully Vaccinated,Any,23,4813,5,2,NULL
2021-05-01T00:00:00.000,"Other, NH",Fully Vaccinated,Any,25.7,4796,5,2,NULL
2021-05-08T00:00:00.000,"Other, NH",Fully Vaccinated,Any,28.9,4798,5,2,NULL
2021-05-15T00:00:00.000,"Other, NH",Fully Vaccinated,Any,31.7,4815,5,2,NULL
2021-05-22T00:00:00.000,"Other, NH",Fully Vaccinated,Any,34.1,4828,5,2,NULL
2021-05-29T00:00:00.000,"Other, NH",Fully Vaccinated,Any,36.1,4814,5,2,NULL
2021-06-05T00:00:00.000,"Other, NH",Fully Vaccinated,Any,38,4818,5,2,NULL
2021-06-12T00:00:00.000,"Other, NH",Fully Vaccinated,Any,40.2,4825,5,2,NULL
2021-06-19T00:00:00.000,"Other, NH",Fully Vaccinated,Any,41.8,4816,5,2,NULL
2021-06-26T00:00:00.000,"Other, NH",Fully Vaccinated,Any,42.9,4831,5,2,NULL
2021-07-03T00:00:00.000,"Other, NH",Fully Vaccinated,Any,44,4834,5,2,NULL
2021-07-10T00:00:00.000,"Other, NH",Fully Vaccinated,Any,45.1,4831,5,2,NULL
2021-07-17T00:00:00.000,"Other, NH",Fully Vaccinated,Any,46.1,4851,5,2,NULL
2021-07-24T00:00:00.000,"Other, NH",Fully Vaccinated,Any,47.2,4837,5,2,NULL
2021-07-31T00:00:00.000,"Other, NH",Fully Vaccinated,Any,48.4,4820,5,2,NULL
2021-08-07T00:00:00.000,"Other, NH",Fully Vaccinated,Any,49.4,4814,5,2,NULL
2021-08-14T00:00:00.000,"Other, NH",Fully Vaccinated,Any,50.1,4788,5,2,NULL
2021-08-21T00:00:00.000,"Other, NH",Fully Vaccinated,Any,51.6,4783,5,2,NULL
2021-08-28T00:00:00.000,"Other, NH",Fully Vaccinated,Any,52.8,4770,5,2,NULL
2021-09-04T00:00:00.000,"Other, NH",Fully Vaccinated,Any,54.1,4759,5,2,NULL
2021-09-11T00:00:00.000,"Other, NH",Fully Vaccinated,Any,55.9,4762,5,2,NULL
2021-09-18T00:00:00.000,"Other, NH",Fully Vaccinated,Any,58.2,4751,5,2,NULL
2021-09-25T00:00:00.000,"Other, NH",Fully Vaccinated,Any,59.8,4748,5,2,NULL
2021-10-02T00:00:00.000,"Other, NH",Fully Vaccinated,Any,61.1,4731,5,2,NULL
2021-10-09T00:00:00.000,"Other, NH",Fully Vaccinated,Any,62,4731,5,2,NULL
2021-10-16T00:00:00.000,"Other, NH",Fully Vaccinated,Any,63,4713,5,2,NULL
2021-10-23T00:00:00.000,"Other, NH",Fully Vaccinated,Any,63.7,4742,5,2,NULL
2021-10-30T00:00:00.000,"Other, NH",Fully Vaccinated,Any,64.1,4736,5,2,NULL
2021-11-06T00:00:00.000,"Other, NH",Fully Vaccinated,Any,64.9,4750,5,2,NULL
2021-11-13T00:00:00.000,"Other, NH",Fully Vaccinated,Any,65.6,4790,5,2,NULL
2021-11-20T00:00:00.000,"Other, NH",Fully Vaccinated,Any,66.1,4806,5,2,NULL
2021-11-27T00:00:00.000,"Other, NH",Fully Vaccinated,Any,66.3,4824,5,2,NULL
2021-12-04T00:00:00.000,"Other, NH",Fully Vaccinated,Any,67,4837,5,2,NULL
2021-12-11T00:00:00.000,"Other, NH",Fully Vaccinated,Any,67.2,4844,5,2,NULL
2021-12-18T00:00:00.000,"Other, NH",Fully Vaccinated,Any,67.3,4879,5,2,NULL
2021-12-25T00:00:00.000,"Other, NH",Fully Vaccinated,Any,67.7,4900,5,2,NULL
2022-01-01T00:00:00.000,"Other, NH",Fully Vaccinated,Any,67.7,4885,5,2,NULL
2022-01-08T00:00:00.000,"Other, NH",Fully Vaccinated,Any,68.1,4889,5,2,NULL
2022-01-15T00:00:00.000,"Other, NH",Fully Vaccinated,Any,68.7,4900,5,2,NULL
2022-01-22T00:00:00.000,"Other, NH",Fully Vaccinated,Any,69,4894,5,2,NULL
2021-10-02T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,83,15871,2,2,NULL
2021-10-09T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,83.8,15898,2,2,NULL
2021-10-16T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,84.5,15905,2,2,NULL
2021-10-23T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,85.3,15903,2,2,NULL
2021-10-30T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,85.8,15878,2,2,NULL
2021-11-06T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,86.6,15895,2,2,NULL
2021-11-13T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,87,15879,2,2,NULL
2021-11-20T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,87.4,15848,2,2,NULL
2021-11-27T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,87.8,15889,2,2,NULL
2021-12-04T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,88.2,15904,2,2,NULL
2021-12-11T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,88.5,15834,2,2,NULL
2021-12-18T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,88.8,15836,2,2,NULL
2021-12-25T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,89,15819,2,2,NULL
2022-01-01T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,89.2,15867,2,2,NULL
2022-01-08T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,89.4,15893,2,2,NULL
2022-01-15T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,89.5,15970,2,2,NULL
2022-01-22T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,89.6,15989,2,2,NULL
2022-01-29T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,89.9,16046,2,2,NULL
2022-02-05T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,90.1,16099,2,2,NULL
2022-02-12T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,90.1,16089,2,2,NULL
2022-02-19T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,90.2,16046,2,2,NULL
2022-02-26T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,90.2,16015,2,2,NULL
2022-03-05T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,90.2,16024,2,2,NULL
2022-03-12T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,90.3,16018,2,2,NULL
2022-03-19T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,90.3,16070,2,2,NULL
2022-03-26T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,90.3,16025,2,2,NULL
2022-04-02T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,90.3,15965,2,2,NULL
2022-04-09T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,90.3,15914,2,2,NULL
2022-04-16T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,90.2,15934,2,2,NULL
2022-04-23T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,90.2,15908,2,2,NULL
2022-04-30T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,90.2,15861,2,2,NULL
2022-05-07T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,90.2,15861,2,2,NULL
2022-05-14T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,90.2,15852,2,2,NULL
2022-05-21T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,90.2,15817,2,2,NULL
2022-05-28T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,90.2,15817,2,2,NULL
2022-06-04T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,90.2,15759,2,2,NULL
2022-06-11T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,90.1,15715,2,2,NULL
2022-06-18T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,90,15696,2,2,NULL
2022-06-25T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,90.1,15705,2,2,NULL
2022-07-02T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,90.1,15720,2,2,NULL
2022-07-09T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,90.1,15730,2,2,NULL
2022-07-16T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,90,15720,2,2,NULL
2022-07-23T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,90,15708,2,2,NULL
2022-07-30T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,89.9,15756,2,2,NULL
2022-08-06T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,89.9,15762,2,2,NULL
2022-08-13T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,89.8,15717,2,2,NULL
2022-08-20T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,89.7,15698,2,2,NULL
2022-08-27T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,89.7,15710,2,2,NULL
2022-09-03T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,89.7,15675,2,2,NULL
2022-09-10T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,89.5,15612,2,2,NULL
2022-09-17T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,89.5,15550,2,2,NULL
2022-09-24T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,89.4,15500,2,2,NULL
2022-10-01T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,89.4,15506,2,2,NULL
2022-10-08T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,89.5,15436,2,2,NULL
2022-10-15T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,89.4,15417,2,2,NULL
2022-10-22T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,89.3,15368,2,2,NULL
2022-10-29T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,89.2,15336,2,2,NULL
2022-11-05T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,89.1,15336,2,2,NULL
2022-11-12T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,89.1,15301,2,2,NULL
2022-11-19T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,89.2,15217,2,2,NULL
2022-11-26T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,89.1,15161,2,2,NULL
2022-12-03T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,89.2,15160,2,2,NULL
2022-12-10T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,89.1,15106,2,2,NULL
2022-12-17T00:00:00.000,"Asian, NH",Fully Vaccinated,Any,89.1,15087,2,2,NULL
2022-01-29T00:00:00.000,"Other, NH",Fully Vaccinated,Any,69.3,4921,5,2,NULL
2022-02-05T00:00:00.000,"Other, NH",Fully Vaccinated,Any,69.6,4964,5,2,NULL
2022-02-12T00:00:00.000,"Other, NH",Fully Vaccinated,Any,70.2,4968,5,2,NULL
2022-02-19T00:00:00.000,"Other, NH",Fully Vaccinated,Any,70.3,4957,5,2,NULL
2022-02-26T00:00:00.000,"Other, NH",Fully Vaccinated,Any,70.4,4945,5,2,NULL
2022-03-05T00:00:00.000,"Other, NH",Fully Vaccinated,Any,70.3,4942,5,2,NULL
2022-03-12T00:00:00.000,"Other, NH",Fully Vaccinated,Any,70.4,4944,5,2,NULL
2022-03-19T00:00:00.000,"Other, NH",Fully Vaccinated,Any,70.7,4955,5,2,NULL
2022-03-26T00:00:00.000,"Other, NH",Fully Vaccinated,Any,70.4,4971,5,2,NULL
2022-04-02T00:00:00.000,"Other, NH",Fully Vaccinated,Any,70.7,4973,5,2,NULL
2022-04-09T00:00:00.000,"Other, NH",Fully Vaccinated,Any,70.6,4968,5,2,NULL
2022-04-16T00:00:00.000,"Other, NH",Fully Vaccinated,Any,70.9,4928,5,2,NULL
2022-04-23T00:00:00.000,"Other, NH",Fully Vaccinated,Any,70.8,4919,5,2,NULL
2022-04-30T00:00:00.000,"Other, NH",Fully Vaccinated,Any,70.8,4916,5,2,NULL
2022-05-07T00:00:00.000,"Other, NH",Fully Vaccinated,Any,70.6,4916,5,2,NULL
2022-05-14T00:00:00.000,"Other, NH",Fully Vaccinated,Any,70.8,4926,5,2,NULL
2022-05-21T00:00:00.000,"Other, NH",Fully Vaccinated,Any,71.1,4946,5,2,NULL
